200.307491249838,-0.424
202.406735501613,-9.078
204.499563673102,-1.664
206.585917239463,-14.058
208.665737675853,-12.444
210.738966457428,-12.722
212.805545059347,-11.974
214.865414956764,-12.656
216.918517624838,-20.542
218.964794538726,-25.782
221.004187173583,-21.82
223.036637004568,-26.13
225.062085506838,-30.608
227.080474155548,-29.476
229.091744425856,-28.228
231.09583779292,-36.054
233.092695731895,-22.764
235.082259717939,-39.494
237.064471226209,-38.238
239.039271731861,-35.444
241.006602710054,-37.202
242.966405635942,-47.808
244.918621984685,-35.836
246.863193231437,-40.288
248.800060851357,-52.384
250.729166319602,-47.584
252.650451111327,-46.876
254.563856701691,-48.506
256.46932456585,-53.464
258.366796178961,-50.108
260.256213016181,-52.8
262.137516552667,-55.316
264.010648263576,-55.93
265.875549624064,-56.024
267.732162109289,-60.75
269.580427194408,-58.9
271.420286354577,-64.488
273.251681064954,-55.458
275.074552800695,-52.788
276.888843036958,-65.53
278.694493248899,-66.34
280.491444911675,-70.336
282.279639500443,-71.078
284.05901849036,-65.424
285.829523356584,-39.038
287.59109557427,-40.53
289.343676618576,-32.5
291.087207964659,-34.786
292.821631087676,16.046
294.546887462783,-63.056
296.262918565138,-75.472
297.969665869898,-79.968
299.667070852219,-79.292
301.355074987259,-80.872
303.033619750174,-85.086
304.702646616121,-89.612
306.362097060257,-82.764
308.01191255774,-75.966
309.652034583725,40.114
311.282404613371,58.81
312.902964121833,225.564
314.51365458427,334.062
316.114417475837,451.286
316.64033826854,156.332
318.489731054923,167.72
320.330636093209,137.87
322.162996195568,158.128
323.98675417417,253.336
325.801852841185,261.926
327.608235008783,111.504
329.405843489135,98.988
331.19462109441,176.42
332.974510636778,823.696
334.745454928409,413.472
336.507396781474,170.06
338.260279008142,128.67
340.004044420584,136.268
341.73863583097,240.516
343.463996051469,346.532
345.180067894252,372.546
346.886794171489,283.066
348.58411769535,251.136
350.271981278004,254.178
351.950327731623,317.418
353.619099868376,406.032
355.278240500432,441.404
356.927692439963,663.232
358.567398499138,638.562
360.197301490128,525.854
361.817344225101,458.414
363.427469516229,422.71
365.027620175682,431.38
366.617739015629,430.556
368.19776884824,454.284
369.767652485686,464.336
371.327332740137,538.07
372.876752423763,616.628
374.415854348733,632.554
375.944581327218,756.606
377.462876171388,945.524
378.970681693413,1269.552
380.467940705464,2094.446
381.954596019709,4485.39
383.430590448319,15597.85
384.895866803465,4959.238
386.350367897315,3103.308
387.794036542042,1934.498
389.226815549813,2088.88
390.6486477328,1241.64
392.059475903172,1043.49
393.4592428731,932.346
394.847891454754,1248.458
396.225364460303,5868.544
397.591604701918,781.722
398.946554991769,644.542
400.290158142026,577.32
401.622356964858,553.012
402.943094272436,679.114
404.252312876931,643.788
405.549955590512,669.68
406.835965225348,497.12
408.110284593611,489.764
409.37285650747,472.922
410.623623779096,472.71
411.862529220658,447.092
413.089515644326,423.044
414.304525862271,411.902
415.507502686662,409.05
416.69838892967,470.062
416.181742304794,973.03
417.850655683746,985.19
419.509601309185,891.596
421.158532306416,854.572
422.797401800745,920.582
424.426162917478,917.04
426.044768781919,860.29
427.653172519374,858.786
429.251327255147,880.962
430.839186114545,903.178
432.416702222873,924.938
433.983828705436,1003.464
435.540518687539,1261.596
437.086725294487,1078.884
438.622401651587,1167.66
440.147500884142,1248.01
441.661976117459,1395.708
443.165780476843,1589.556
444.658867087599,1998.84
446.141189075032,2492.28
447.612699564448,7209.848
449.073351681152,3617.68
450.523098550449,2047.59
451.961893297644,1528.48
453.389689048043,1292.21
454.806438926952,1081.342
456.212096059675,962.388
457.606613571518,867.41
458.989944587785,883.462
460.362042233783,823.438
461.722859634817,766.24
463.072349916192,1372.9
464.410466203213,856.976
465.737161621185,706.436
467.052389295414,708.926
468.356102351206,675.68
469.648253913864,695.444
470.928797108696,933.674
472.197685061006,747.464
473.454870896098,535.006
474.70030773928,464.782
475.933948715855,423.802
477.15574695113,383.638
478.365655570409,468.906
479.563627698998,325.526
480.749616462202,306.996
481.923574985327,297.24
483.085456393677,291.232
484.235213812559,315.568
485.372800367276,298.782
486.498169183136,279.984
487.611273385442,277.57
488.7120660995,280.396
489.800500450616,238.566
490.876529564095,245.106
491.940106565242,234.44
492.991184579362,228.928
494.029716731761,204.948
495.055656147744,213.508
496.068955952616,200.736
497.069569271683,179.64
